,Screen Size,Screen Resolution,Processor,RAM,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Number of USB 3.0 Ports,Average Battery Life (in hours),Brand Name,Series,Operating System,Item Weight,Product Dimensions,Item Dimensions L x W x H,Processor Brand,Processor Count,Flash Memory Size,Hard Drive Interface,Hard Drive Rotational Speed,Optical Drive Type,Batteries,Date First Available,Price
4714,15.6 inches,1366 x 768,2.1 GHz Intel Core i3,8 GB,1 TB HDD,Intel UHD Graphics 620,Intel,Integrated,,,Dell,Dell,Windows 10 Home,4.48 pounds,15 x 10.2 x 0.8 inches,14.96 x 10.16 x 0.78 inches,Intel,2,,Serial ATA,,,,"October 19, 2019",$446.38
4715,15.6 inches,1920 x 1080,2.1 GHz AMD R Series,8 GB SDRAM,256 GB SSD,NVIDIA GeForce GTX 1050 3GB GDDR5,NVIDIA,,,6 hours,HP,Pavilion,Windows 10,4.96 pounds,14.2 x 10.1 x 0.9 inches,14.17 x 10.12 x 0.93 inches,AMD,4,,Solid State,,,1 Lithium ion batteries required. (included),"November 17, 2019",$528.46
4716,15.6 inches,1920 x 1080,2.6 GHz Intel Core i7,64 GB DDR4 2666,2000 GB flash_memory_solid_state,NVIDIA GeForce GTX 1650,NVIDIA,dedicated,,,Computer Upgrade King,ThinkPad X1 Extreme,Windows 10 Professional,3.75 pounds,14.2 x 9.7 x 0.7 inches,14.24 x 9.67 x 0.74 inches,Intel,6,,,,,1 Lithium ion batteries required. (included),"September 13, 2019","$2,499.99"
4717,14.1 inches,,2.7 GHz Intel Core i7,8 GB,320 GB HDD 5400 rpm,Intel,,Integrated,,,Dell,Latitude E6420,Windows 10,4.5 pounds,17 x 16 x 5 inches,17 x 16 x 5 inches,Intel,2,,Serial ATA,,,,"May 24, 2018",$239.69
4718,14 inches,1600x900,1.6 GHz Intel Core i5,8 GB,256 GB SSD,Intel UHD Graphics 620,Intel,Integrated,,,HP,17 Laptop,Windows 10,,16.3 x 10.7 x 1 inches,16.33 x 10.72 x 0.96 inches,Intel,4,,PCIE x 8,,,1 Lithium ion batteries required. (included),"November 20, 2019",$689.00
4719,15.6 inches,3840 x 2160,1.8 GHz Intel Core i7,16 GB DDR4,1 TB SSD,NVIDIA MX130 2048MB,Nvidia,dedicated,,,Dell,Dell,Windows 10 Home,4.98 pounds,14.2 x 9.6 x 0.7 inches,14.2 x 9.6 x 0.7 inches,Intel,2,,Serial ATA,,,,"August 3, 2019","$1,099.99"
4720,17.3 inches,1600 x 900,1.6 GHz Intel Core i5,8 GB SDRAM,256 GB SSD,Intel UHD Graphics 620,Intel,Integrated,,7 hours,HP,HP,Windows 10,5.25 pounds,16.3 x 10.7 x 1 inches,16.33 x 10.72 x 0.96 inches,Intel,4,,Solid State,,,1 Lithium ion batteries required. (included),"November 13, 2019",$552.00
4721,14.1 inches,1366 x 768,1.9 GHz Intel Core i5,16 GB,512 GB SSD,Intel HD Graphics 4400,Intel,,,,Dell,Dell,Windows 10 Professional,3.6 pounds,13.2 x 9.1 x 0.8 inches,13.2 x 9.1 x 0.8 inches,Intel,2,,Serial ATA,,,,"November 21, 2019",$574.02
4722,15.6 inches,1920 x 1080 pixels,4.5 GHz Intel Core i7,16 GB DDR4,1 TB Flash Memory Solid State,NVIDIA GeForce RTX 2080,NVIDIA,Dedicated,3,,ASUS,ROG Zephyrus S GX531GX,Windows 10 Pro,4.63 pounds,14.2 x 10.6 x 0.6 inches,14.2 x 10.6 x 0.6 inches,Intel,6,1.00,Solid State,10000 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),"June 3, 2019","$2,499.99"
4723,12.3 inches,1920 x 1280,2.2 GHz Snapdragon,128 GB LPDDR4x-3733 SDRAM,128 GB Universal Flash Storage,Integrated Qualcomm Adreno 540 GPU,,,,,HP,3SR51UA#ABA,windows 10,1 pounds,8.3 x 11.5 x 0.3 inches,8.28 x 11.53 x 0.27 inches,Qualcomm,8,128,,,,,"July 30, 2018",$409.99
4724,15.6 inches,,1.8 GHz Intel Core i7,16 GB,256 GB,NVIDIA GeForce MX150,intel,Dedicated,,,HP,HP Spectre,Windows 10,4.59 pounds,9.8 x 14.1 x 0.8 inches,9.84 x 14.13 x 0.76 inches,Intel,4,512 GB,Solid State,,,1 Lithium ion batteries required.,"July 5, 2018",
4725,13.3 inches,1920x1080,1.6 GHz Intel Core i5,8 GB DDR4,512 GB SSD,Intel UHD Graphics 620,Intel,Integrated,,8 hours,Lenovo,Lenovo Yoga 720,Windows 10 Home,2.9 pounds,12.2 x 8.4 x 0.6 inches,12.2 x 8.4 x 0.6 inches,Intel,4,8 GB,Solid State,,,1 Lithium ion batteries required. (included),"May 29, 2018",$797.95
4726,15.6 inches,1366x768,1.6 GHz Intel Core i5,8 GB,512 GB,Intel HD Graphics 620,,Integrated,,,HP,Pavilion,Windows 10,6 pounds,14.2 x 9.5 x 0.7 inches,14.24 x 9.51 x 0.7 inches,Intel,4,,PCIE x 4,,,,"November 19, 2019",$649.00
4727,17.3 inches,1600x900,1.6 GHz Intel Core i5,8 GB,512 GB SSD,Intel UHD Graphics 620,,Integrated,,,HP,17-BY105,Windows 10,5.44 pounds,16.3 x 10.7 x 1 inches,16.33 x 10.72 x 0.96 inches,Intel,4,,Solid State,,,,"November 18, 2019",$659.00
4728,10.8 inches,2560 x 1600,1.2 GHz Intel Core i5,4 GB,128 GB flash_memory_solid_state,Intel HD Graphics 615,intel,Integrated,,8 hours,Lenovo,Yoga Book,Windows 10,3 pounds,10.2 x 7.1 x 0.4 inches,10.25 x 7.1 x 0.39 inches,Intel,2,128 GB,Solid State,,,,"September 5, 2019",$879.00
4729,17.3 inches,1600 x 900,2.5 GHz Intel Core i5,8 GB,1 TB flash_memory_solid_state,Intel HD Graphics 620,intel,Integrated,,,HP,Notebook,Windows 10,5 pounds,,,Intel,2,1 TB,Serial ATA,,,,"June 16, 2019",$649.15
4730,17.3 inches,1600 x 900,1.8 GHz Intel Core i7,16 GB,128 GB SSD,Intel UHD Graphics 620,Intel,,,,HP,HP,Windows 10 Home,5.71 pounds,16.3 x 10.7 x 1 inches,16.33 x 10.72 x 0.96 inches,Intel,4,,Serial ATA,,,,"November 20, 2019",$884.33
4731,15.6 inches,1920 x 1080,1.6 GHz Intel Core i5,16 GB,256 GB SSD,intel,nvidia,Integrated,,,Lenovo,flex 15.6,Windows 10,6.3 pounds,14 x 9.7 x 0.7 inches,14 x 9.7 x 0.7 inches,Intel,4,256 GB,Solid State,,,1 Lithium ion batteries required. (included),"May 9, 2019",$759.00
4732,11.6 inches,1366 x 768 pixels,1.1 GHz Intel Celeron,4 GB DDR4,32 GB Flash Memory Solid State,Intel HD Graphics 500,Intel,Integrated,4,10 hours,Acer,Acer Chromebook,Chrome OS,3.09 pounds,11.7 x 8.1 x 0.8 inches,11.65 x 8.11 x 0.82 inches,Intel,2,32.00,Solid State,0.1 RPM,No Optical Drive,1 Lithium ion batteries required. (included),"August 7, 2017",$341.65
4733,17.3 inches,1600 x 900,3.1 GHz AMD A Series,16 GB,1 TB HDD 5400 rpm,AMD Radeon R5,,,,,HP,HP Laptop,Windows 10,8 pounds,16.3 x 10.7 x 1 inches,16.33 x 10.72 x 0.96 inches,AMD,2,,Serial ATA,,,,"November 26, 2019",$519.00
4734,14 inches,1920x1080,8032,DIMM DDR,SSD,Integrated Intel UHD 620,Intel,,,12 hours,Lenovo,ThinkPad T490,,3.22 pounds,8.9 x 13 x 0.7 inches,8.9 x 13 x 0.7 inches,,1,,,,,1 Lithium ion batteries required. (included),"July 26, 2019",
4735,15.6 inches,,2.5 GHz Intel Core 2 Duo,12 GB DDR4,1 TB mechanical_hard_drive,Intel HD Graphics 620,intel,Integrated,,6 hours,ASUS,q504,Windows 10,5.07 pounds,15 x 10 x 0.7 inches,15 x 10 x 0.7 inches,Intel,2,,ATA,5400.00,,1 Lithium Polymer batteries required. (included),"December 18, 2017",$649.00
4736,15.6 inches,1920 x 1080,1.8 GHz Intel Core i7,16 GB,256 GB PCIe SSD,Intel UHD Graphics,,,,,HP,ENVY,Windows 10,5 pounds,14.1 x 9.7 x 0.7 inches,14.13 x 9.68 x 0.67 inches,Intel,4,,PCIE x 4,,,,"November 15, 2019",$934.30
4737,,,1.1 GHz,16 GB,1 TB,Intel,,Integrated,,,Dell,Dell XPS 7390,Windows 10,6 pounds,4 x 15 x 17 inches,4 x 15 x 17 inches,Intel,1,,,,,,"November 26, 2019","$1,919.00"
4738,15.6 inches,,2.4 GHz Intel Core i5,16 GB,512 GB,Intel HD Integrated Graphics,,,,,HP,ProBook,Windows 10 Pro 64 Bit-Multi-Language Supports English/Spanish/French,,14.9 x 10.1 x 1.1 inches,14.9 x 10.1 x 1.1 inches,Intel,2,,Solid State,,,,"November 18, 2019",$369.99
4739,15.6 inches,Full HD ( 1920 x 1080 ) micro-edge,1.3 GHz Intel Core i7,12 GB DDR,2 TB PCIe SSD,Integrated Intel Iris Plus Graphics,Intel,,,10.25 hours,HP,hp 15 laptop,Win 10,3.75 pounds,9.5 x 14.1 x 0.7 inches,9.5 x 14.1 x 0.7 inches,Intel,4,,Solid State,,,3 Lithium ion batteries required.,"November 20, 2019",$999.00
4740,15.6 inches,1366 x 768,2.9 GHz Core i7 Family,8 GB DDR3,320 GB,Intel HD Graphics,Intel,Integrated,,5 hours,HP,ProBook,Windows 10 Pro,,10.1 x 14.9 x 1.1 inches,10.1 x 14.9 x 1.1 inches,Intel,2,,ATA,,,,"November 15, 2019",$239.99
4741,11.6 inches,1366 x 768,1.1 GHz Pentium M 738,4 GB DDR4,64 GB emmc,Intel UHD Graphics 605,,,,6 hours,Lenovo,81A7000BUS,Windows 10,2.75 pounds,11.6 x 8 x 0.7 inches,11.57 x 8.03 x 0.7 inches,Intel,1,,Serial ATA,,,1 Lithium ion batteries required. (included),"April 10, 2019",$345.00
4742,13.3 inches,1920 x 1080,1.8 GHz Intel Core i7,16 GB,1 TB SSD,NVIDIA GeForce MX250 2GB,NVIDIA,dedicated,,,HP,HP,Windows 10 Home,2.92 pounds,12 x 8.3 x 0.6 inches,12.03 x 8.32 x 0.58 inches,Intel,4,,Serial ATA,,,,"September 20, 2019","$1,291.88"
4743,15 inches,,2.8 GHz Intel Core 2 Duo,2 GB DDR2 SDRAM,80 GB mechanical_hard_drive,Intel,,Integrated,,,Dell,Dell Latitude E6500,Windows 7;,20 pounds,,,Intel,2,,,,,,"November 6, 2012",
4744,15.6 inches,1920x1080,2.5 GHz Intel Core i5,16 GB SDRAM DDR4 DIMM,250 GB SSD + 1TB HDD 5400 rpm,NVIDIA GeForce GTX 1050,NVIDIA,Dedicated,,,Dell,Dell inspiron 15 5000 5577 Gaming Notebook PC,Windows 10,5.51 pounds,10.4 x 15.1 x 1 inches,10.43 x 15.08 x 1 inches,Intel,4,250 GB,Solid State,5400.00,,1 Lithium ion batteries required. (included),"January 11, 2018",$864.99
4745,15.6 inches,1920 x 1080,1.6 GHz Intel Core i5,12 GB DDR,256 GB SSD,Intel UHD Graphics 620,intel,Integrated,,,HP,HP Pavilion x360 2-in-1 FHD,Windows 10,4.3 pounds,14 x 9.6 x 0.8 inches,14 x 9.56 x 0.78 inches,Intel,4,,Serial ATA,,,,"October 31, 2019",$659.00
4746,14 inches,1366x768,2.2 GHz Intel Core i5,8 GB SDRAM,512 GB SSD,Intel HD 5500,Intel,,,4 hours,Dell,Business Ultrabook,Windows 10 Pro,3.4 pounds,9.1 x 13.3 x 0.8 inches,9.12 x 13.3 x 0.8 inches,Intel,4,512 GB,Solid State,,,,"October 12, 2017",$399.00
4747,14 inches,1366 x 768,1.8 GHz AMD A Series,8 GB,128 GB SSD,AMD Radeon R5 Graphics,AMD,,,,Acer,Acer,Windows 10 Home,3.64 pounds,13.5 x 9.6 x 0.8 inches,13.5 x 9.6 x 0.8 inches,AMD,2,,Serial ATA,,,,"November 6, 2019",$382.65
4748,15.6 inches,,3.5 GHz,12 GB,2 TB,Intel,intel,Integrated,,,Dell,Dell Inspiron 5567,Windows 10,7.9 pounds,4 x 15 x 17 inches,4 x 15 x 17 inches,Intel,1,,,5400 RPM,,1 Lithium Metal batteries required. (included),"November 29, 2018",$687.00
4749,17.3 inches,1600 x 900,1.8 GHz Intel Core i7,16 GB,1 TB PCIe SSD,Intel UHD Graphics 620,intel,Integrated,,11 hours,HP,Notebook - 17,Windows 10,6 pounds,16.3 x 10.7 x 1 inches,16.33 x 10.72 x 0.96 inches,Intel,4,,Solid State,,,,"November 7, 2019","$1,069.00"
4750,14 inches,,1.6 GHz Celeron N3060,4 GB,32 GB,Intel HD Graphics 400,intel,Integrated,,,HP,Stream 14-cb012wm,Windows 10,3.17 pounds,13.3 x 8.9 x 0.7 inches,13.27 x 8.9 x 0.7 inches,Intel,2,32,Solid State,,,1 Lithium Polymer batteries required. (included),"June 10, 2019",$199.99
4751,15.6 inches,1920 x 1080,1.6 GHz Intel Core i5,16 GB,2 TB HDD,Intel UHD Graphics 620,Intel,Integrated,,,Dell,Dell,Windows 10,4.3 pounds,14.3 x 9.8 x 0.9 inches,14.35 x 9.79 x 0.88 inches,Intel,4,,Serial ATA,,,,"August 29, 2019",$736.36
4752,13.3 inches,1366 x 768,2.5 GHz Intel Core i5,8 GB,256 GB SSD,Intel HD Graphics 620,Intel,Integrated,,,HP,HP,Windows 10 Pro,3.28 pounds,12.8 x 9.2 x 0.8 inches,12.83 x 9.21 x 0.78 inches,Intel,2,,Serial ATA,,,,"September 12, 2019",$750.77
4753,15.6 inches,Full HD ( 1920 x 1080 ),2.6 GHz AMD R Series,12 GB DDR,512 GB SSD,Integrated Radeon Vega 3 Graphics,AMD,,,8 hours,ASUS,ASUS VivoBook 15 thin and light laptop,Windows 10 S,3.75 pounds,9.1 x 14.4 x 0.8 inches,9.1 x 14.4 x 0.8 inches,AMD,1,,Solid State,,,,"November 21, 2019",$529.00
4754,14 inches,1600x900,2.1 GHz Intel Core i7,12 GB,1 TB SSD,Intel HD Graphics 4400,intel,Integrated,,,Lenovo,Thinkpad,Windows 10 Pro,5 pounds,13.3 x 9.2 x 0.8 inches,13.34 x 9.15 x 0.82 inches,Intel,2,,Solid State,,,,"August 16, 2019",$619.00
4755,14 inches,1366 x 768,2.6 GHz AMD A6,4 GB,1 TB flash_memory_solid_state,AMD Radeon R4,amd,Dedicated,,,ASUS,ASUS 14,Windows 10,3.86 pounds,9.6 x 13.7 x 1.1 inches,9.6 x 13.7 x 1.1 inches,AMD,2,,ATA,,,1 Lithium ion batteries required. (included),"April 24, 2019",$419.00
4756,14 inches,FHD (1920 x 1080) IPS touchscreen,1.6 GHz Intel Core i5,12 GB DDR,128 GB Hybrid,Intel UHD Graphics 620,Intel,Integrated,,10.5 hours,Dell,Dell Inspiron 14 5000,Windows 10 Home,5.85 pounds,9.2 x 13 x 0.8 inches,9.2 x 13 x 0.8 inches,Intel,4,128 GB,Solid State,,,4 Lithium ion batteries required.,"June 3, 2019",$725.00
4757,,,1.1 GHz Intel Core i5,8 GB,256 GB,Intel Iris Plus Graphics,,,,,Dell,Dell laptop,Windows 10,,,,Intel,4,,Solid State,,,,"November 26, 2019",$439.99
4758,14 inches,1366 x 768,2.1 GHz Intel Core i3,8 GB,128 GB SSD,Intel HD Graphics 620,intel,Integrated,,,HP,HP,Windows 10,,,,Intel,2,,Serial ATA,,,,"November 20, 2018",$372.15
4759,13.3 inches,,1.6 GHz Intel Core i5,8 GB DDR3,128 GB flash_memory_solid_state,Intel HD Graphics 6000,intel,Integrated,,12 hours,Apple,MacBook Air,Mac OS X,2.96 pounds,8.9 x 12.8 x 0.7 inches,8.9 x 12.8 x 0.7 inches,Intel,2,128 GB,Solid State,5400 RPM,,1 Lithium ion batteries required.,"March 14, 2018",$549.99
4760,15.6 inches,,2.7 GHz AMD A Series,8 GB,256 GB flash_memory_solid_state,AMD Radeon R7,amd,Dedicated,,,ASUS,Vivobook,Windows 10,5.69 pounds,14.2 x 9.6 x 0.8 inches,14.2 x 9.6 x 0.8 inches,AMD,4,256 GB,Solid State,,,1 Lithium ion batteries required. (included),"July 8, 2019",
4761,14 inches,,2.1 GHz A10,8 GB,256 GB,Intel HD Integrated Graphics,,,,,HP,EliteBook,Windows 10 Home,,13.3 x 9.3 x 0.8 inches,13.3 x 9.3 x 0.8 inches,AMD,4,,Solid State,,,,"November 25, 2019",$292.98
4762,11.6 inches,1366x768,2.48 GHz Celeron 3865U,4 GB DDR3L,32 GB SSD,Intel,,Integrated,,,Dell,Dell 3189 Convertible Chromebook,Chrome OS,4 pounds,,,Intel,2,32 GB,Solid State,,,1 Lithium Polymer batteries required. (included),"February 6, 2019",$198.00
4763,15.6 inches,1920 x 1080,1.8 GHz Intel Core i7,16 GB DDR4,512 GB SSD,Intel HD Graphics 620,,Integrated,,,Lenovo,Yoga 730,Windows 10,6.2 pounds,14.2 x 9.8 x 0.7 inches,14.2 x 9.8 x 0.7 inches,Intel,4,1 TB,Serial ATA,,,,"February 11, 2019","$1,129.00"
4764,15.6 inches,1920x1080,2.7 GHz Intel Core i7,12 GB,512 GB flash_memory_solid_state,Intel UHD Graphics 620,intel,Integrated,,,Dell,Inspiron 5570,Windows 10,4.45 pounds,10.2 x 15 x 0.8 inches,10.15 x 14.96 x 0.78 inches,Intel,2,512 GB,Serial ATA-300,,,1 Lithium ion batteries required.,"July 11, 2019",$709.00
4765,15.6 inches,1366 x 768,2.4 GHz Intel Core i3,8 GB,512 GB SSD,Intel HD Graphics 620,Intel,Integrated,,,Dell,Dell,Windows 10,5.07 pounds,15 x 10.2 x 0.9 inches,15 x 10.2 x 0.9 inches,Intel,2,512 GB,Serial ATA,,,3 Lithium ion batteries required.,"June 28, 2019",$499.00
4766,14 inches,1920x1080,2 GHz AMD R Series,24 GB,1 TB,AMD Radeon Vega 8 Graphics,,,,,Lenovo,Flex,Windows 10,5 pounds,12.9 x 9 x 0.7 inches,12.9 x 9.01 x 0.69 inches,AMD,4,,PCIE x 4,,,,"November 18, 2019",$859.00
4767,13.3 inches,1280x800,2.5 GHz Intel Core i5,4 GB DDR3,500 GB HDD,Intel HD Graphics 4000,Intel,Integrated,,,Apple,Apple MD101LL/A,Mac OS X,4.5 pounds,0.7 x 8.9 x 12.8 inches,0.68 x 8.94 x 12.8 inches,Intel,2,,Serial ATA,,,1 Lithium Polymer batteries required. (included),"February 21, 2018",$394.02
4768,11.6 inches,1440x900,1.6 GHz Core i5-2300,2 GB DDR3,64 GB flash_memory_solid_state,Intel HD Graphics,Intel,Integrated,,7 hours,Apple,Macbook Air,OS X El Capitan Ver 10.11.6,2.38 pounds,7.6 x 11.8 x 0.9 inches,7.6 x 11.8 x 0.9 inches,Apple,1,64 GB,USB,,,1 Lithium Polymer batteries required.,"September 9, 2016",
